url,precio_uf,banos,dormitorios,superficie_total,superficie_construida,superficie_util,estacionamiento,latitud,longitud,informacion_adicional
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/excelente-propiedad-sector-las-vizcachas-3d-puente-alto/1996030,3006,1,3,147,60,87.00,Si,-33.592122,-70.537865,"Informacion adicional En venta excelente propiedad de un piso en tranquilo Barrio Sector Las Vizcachas. Ubicada en villa consolidada, con parques, juegos infantiles y locales de barrio. La propiedad cuenta con 3 dormitorios, 1 bano, living comedor. cocina totalmente remodelada con horno empotrado, cocina encimera y campana, piso de porcelanato. Bano con wc onepiece, vanitorio, puertas de vidrio en ducha y pisos de porcelanato, todos los artefactos nuevos. Patio trasero con amplio quincho totalmente equipado y cobertizo con iluminacion. Terminaciones de primera calidad. Bodega pequena. Ventanas de termopanel en toda la propiedad y protecciones. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/melipilla/vendo-casa-con-excelente-ubicacion/3857299,3000,1,3,124,87,37.00,No,-33.67828318,-71.18794539,"Informacion adicional Vendo amplia casa de 3 dormitorios, cocina abierta que conecta con el comedor y sala de estar, maximizando el espacio y comodidad. Cuenta con 1 bano completo, con zona de lavanderia integrada de alta funcionalidad. Ademas, la vivienda incluye 1 galeria, 1 habitacion adicional multiproposito, espacio interior para almacenaje, antejardin y patio. Ubicada en La Rinconada, frente al nuevo Hospital San Jose de Melipilla, ofrece una inmejorable conectividad y proximidad a la avenida principal con locomocion colectiva. A pasos del centro comercial Santa Maria Oriente, donde se encuentra supermercado, farmacias, tienda para el mejoramiento del hogar y areas de entretenimiento. Ademas, esta cercana a colegios y a pocos minutos del centro de la ciudad. Perfecta para el uso residencial como para negocio. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-joaquin/casas-tocornal-2479/3541503,3032,1,4,176,140,36.00,No,-33.477448,-70.633137,"Informacion adicional Propiedad en muy buena ubicacion para uso comercial y vivienda. Plusvalia garantizada. Cuenta con 4 grandes dormitorios dividida por pasillo central. Amplio living comedor, cocina con comedor de diario y patio con dos bodegas al costado. Se entrega contra firma de escritura de compraventa."
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/casa-2d-2b-70-160mt2-maipu/3709033,3006,2,2,160,70,90.00,Si,-33.528865,-70.789405,"Informacion adicional Se vende comoda casa de 2 pisos ubicada en Dr Antonio Rendic Ivanovic, entre calles Avenida Las Naciones, Avenida San Martin y Avenida 4 poniente, con 70/160m2. Tiene 2 dormitorios, 2 banos, living comedor, cocina cerrada, antejardin, patio lateral y trasero, estacionamiento para tres vehiculos. Casa ubicada en barrio muy tranquilo, cercano a colegios, supermercados y comercio en general. Comision corredor 2% mas boleta honorarios. Lo esperamos para coordinar su visita. Contacto: Guido Parra"
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/vendo-casa-4d-3b-jardines-santa-maria/3752545,3006,3,4,130,90,40.00,Si,-33.503956,-70.786858,Informacion adicional Vendo Casa en Maipu de 2 pisos CARACTERISTICAS -4 Dormitorios (PRINCIPAL EN SUITE) -3 Banos -Living Comedor separados -Amplia Cocina Cerrada -Patio -Quincho ... Leer mas
https://www.toctoc.com/propiedades/compraparticularsr/casa/lo-prado/casas-los-canelos-899/3718101,3032,3,3,250,70,180.00,No,-33.441376,-70.72863,"Informacion adicional ¡Gran Oportunidad! Unica en tamano y precio dentro de la comuna. Casa habitacional de uso personal o comercial dependiendo su fin, con amplia superficie pocas de su caracteristicas. Haz de esta oportunidad tu hogar o emprendimiento. Excelente Conectividad. Comercio en General. Estacion de Metro San Pablo 1 y 2. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/renca/vendo-casa-renca-la-hacienda-3d-1b-2e/3826181,3032,1,3,91,51,40.00,No,-33.404508,-70.758068,Informacion adicional VENDO CASA RENCA Reales interesados contactar al WhatsApp!! Flores De Cordillera / La Hacienda 3 Dormitorios 1 Bano 2 Estacionamientos 51M2 Construidos 91M2 Terreno ... Leer mas
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/casas-los-jardines-1848/3726744,3032,1,3,133,80,53.00,No,-33.573734,-70.561592,"Informacion adicional Esta casa de 3 dormitorios y 1 bano, se encuentra ubicada en la comuna de Puente Alto Cuenta con una superficie de terreno de 133.0 mt2 y una superficie construida de 80.0 mt2 ofrece espacios amplios y comodos para toda la familia. En su interior, cuenta con todas las comodidades que puedas necesitar. Un sistema de aire acondicionado que te permitira estar fresco durante los dias de verano y calido en el invierno. La cocina esta totalmente equipada con muebles de alta calidad, cocina encimera, horno y calefont , perfecta para aquellos amantes de la cocina. El suelo de ceramica le da un toque elegante brindando una sensacion de calidez en cada rincon. En el exterior, podras disfrutar de una ubicacion privilegiada, cercana a centros comerciales ademas, cuenta con un garaje con espacio para hasta 3 vehiculos, brindandote la comodidad y seguridad que buscas. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-joaquin/casas-las-industrias-5219/3770026,3032,1,3,57,57,0.00,No,-33.504145,-70.627103,"Informacion adicional GRAN OPORTUNIDAD,SAN JOAQUIN Comoda casa en venta ubicada en la comuna de San Joaquin, en condominio cerrado, a dos cuadras de departamental, con entorno de areas verdes, cerca de consultorios, centros educacionales, comercios, locomocion colectiva UBICACION : LAS INDUSTRIAS 5219 - SAN JOAQUIN METROS CONSTRUIDOS : 57 VALOR $119.000.000 + 2 % COMISION CORRETAJE DISTRIBUCION - 3 habitaciones (segundo piso) ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/casas-ingeniero-pedro-gallo-5277/3330605,3057,2,3,177.00,123,54.00,No,-33.472115,-70.742279,"Informacion adicional Casa esquina con buena ubicacion, incluye un negocio (puede eliminar y agregar otro ambiente a su gusto). Se ubica a pasos del metro las parcelas, a minutos de Mall Arauco Maipu, de la Clinica Indisa, colegios, consultorio y gimnasio -Plaza al frente de la casa con muchos juegos para ninos, -Tiene un patio amplio que se puede ocupar de estacionamiento, tambien incluye parrila -3 Habitacion con closet (1 habitacion con bano) -Living amplio -El negocio puede modificarlo a un patio mas amplio, mas habitaciones, o darle el mismo uso que tenia como negocio ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/excelente-casa-2-pisos-a-pasos-mall-arauco-maipu/3504819,3057,2,3,187.00,98,89.00,No,-33.474275,-70.750587,"Informacion adicional Excelente propiedad ubicada en sector consolidado y residencial de la comuna de Maipu. A pasos de Mall Arauco Maipu. Cercano a locomocion colectiva, colegios, supermercados, Bancos y comercio en general. A minutos de estacion de metro Las Parcelas. La casa consta de: • 89 mt2 de terreno. • 98 mt2 construidos. • Antejardin. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/lo-espejo/casas-con-local-comercial-presidente-salvador-allende-gossens-02887/3353514,3057,2,4,260,105,155.00,No,-33.515754,-70.687184,"Informacion adicional A 1 cuadra del Tren Central Metro Estacion Lo Espejo, posee 3 entradas y suficiente espacio para Estacionamientos dentro y por fuera de la propiedad. 2 banos, servicios basicos de agua y luz al dia, factibilidad tecnica de Instalacion Internet y otros ideal para negocios. puede consultar por este medio en los fonos publicados por whasap y correo publicado."
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/casas-gral-lobos-16846/3384693,3057,2,4,120,84,36.00,Si,-33.50989,-70.756443,"Informacion adicional Se vende casa en Maipu en condominio los Portales de Santa Ana seguridad 24/7 Casa de dos pisos 4 dormitorios amplios 2 banos completos Living, comedor Cocina amoblada Logia Bodega ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/quilicura/casas-pje-presidente-ibanez-paseo-central-0203/3504495,3057,1,3,100,100,0.00,Si,-33.359222,-70.739933,"Informacion adicional Venta de casa 3 dorm, excelente ubicacion pasaje cerrado, Cercano a colegios, comercio y locomocion."
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-bernardo/casas-oscar-viel-balmaceda-809/3527403,3057,2,3,150,78,72.00,No,-33.616646,-70.687691,"Informacion adicional Impecable y acogedora casa de 2 pisos, a 5 minutos en auto de Maestranza, sector El Canelo- Av. Central por calle Oscar Viel Balmaceda. Casa con mucha luz y en excelente estado de mantencion. Primer piso: Living Comedor separado, bano con media tina y ventana, cocina tradicional, patio con terraza techada, antejardin con entrada para un auto. Salida de cocina es techada, en este sector esta la conexion para la lavadora ( es amplio ), con un porton madera hacia antejardin. Segundo piso: 3 dormitorios ( 1 pequeno ideal para escritorio o para cama de una plaza), 1 bano completo con tina y ventana. Toda la casa con piso ceramica. Ano de construccion 2004. Casa sin deuda. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/cerrillos/casas-pablo-suarez-836/3630288,3057,1,2,246,92,154.00,No,-33.504929,-70.724907,"Informacion adicional Casa remodelada ubicada en calle Pablo Suarez, poblacion La Esmeralda, comuna de Cerrillos. Posee 2 dormitorios, 1 bano, living, comedor, cocina, logia, bodega, patio delantero y 2 estacionamientos. Presenta locomocion y colegio cercanos. Se agendan visitas los fines de semana."
https://www.toctoc.com/propiedades/compraparticularsr/casa/penalolen/casas-coronel-alejandro-sepulveda-2294/3554720,3057,2,4,162,72,90.00,Si,-33.47494355,-70.56605543,"Informacion adicional Casa cerca de Americo Vespucio, Grecia, Tobalaba y Metro Grecia, Estacionamiento techado"
https://www.toctoc.com/propiedades/compraparticularsr/casa/recoleta/casas-bombero-ramon-cornejo-nunez-0900/3639434,3057,3,5,180.00,110,70.00,Si,-33.401909,-70.624069,"Informacion adicional Excelente Terreno con dos casa de dos pisos cada una ubicada en El Salto, Recoleta, en un sector residencial que combina tranquilidad con una conectividad sobresaliente. Rodeada de una amplia oferta de servicios, colegios, universidades de buena reputacion y una variada gama de comercios, esta propiedad ofrece una ubicacion inmejorable para disfrutar de un ambiente de barrio sin perder la comodidad de estar cerca de todo. A solo 30 minutos del Hospital Clinico Universidad de Chile y 40 minutos de la Plaza de Armas,Al frente del Parque Mahuidahue , permite acceder facilmente a supermercados, ferias, y transporte publico, como el Metro Einstein a solo 10 minutos. La primera casa cuenta con primer piso: ?1 bano adicionales construidos por habilitar ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/buin/casa-en-condominio/3552501,3057,2,3,116,76,40.00,Si,-33.765296,-70.736219,"Informacion adicional Linda y amplia casa en venta ubicada en condominio cerrado con acceso controlado, porton electrico, amplios jardines y piscina. Comuna de Buin, sector Linderos. Casa de dos pisos en construccion solida Con 3 dormitorios, principal en suite y walking - clothes 2 banos Escritorio cerrado en primer piso Despensa Espacio de lavanderia ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/casas-arturo-sanchez-671/3646199,3057,2,4,120,120,0.00,No,-33.609119,-70.587532,"Informacion adicional Se vende casa esquina grande y muy bien ubicada. En venta casa en la comuna de puente alto, a 5 minutos de la autopista rancagua sur, cerca todos los servicios del centro de puente alto y del metro. Casa esquina ideal para negocio, con 120m2 aproximadamente. Con 5 habitaciones y 2 banos. Barrio seguro con camaras de seguridad y precio de oportunidad $120.000.000 negociables. Interesados contactar al +56976241218 Vanessa."
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/hermosa-casa-de-4-habitaciones-y-2-banos/3731640,3057,2,4,120,95.4,24.60,No,-33.473583,-70.740036,"Informacion adicional Hermosa y amplia casa de dos pisos en venta a pasos de pajaritos y metro las parcelas, cercano a centros comerciales, supermercados, colegios y metro. EXCELENTE UBICACION. Toda la casa cuenta con ceramica y: - 4 Dormitorios. • Dormitorio Matrimonial amplio, con dos closets y aire acondicionado. • 3 Dormitorios amplios con closets. - 2 Banos completos. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/casas-las-nieves-oriente-3213/3667809,3057,2,3,100,80,20.00,No,-33.578011,-70.559334,Informacion adicional SE VENDE Casa de 2 pisos 3 dormitorios 2 banos ambos con tina (Dormitorio matrimonial con bano en suite) Cocina con comedor de diario Living Comedor ... Leer mas
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/casas-puerto-fuy-191/3687968,3057,2,4,73,51,22.00,No,-33.612133,-70.585915,"Informacion adicional Vendo casa solida en esquina,4 dormitorios,2 banos,estacionamiento techado 2 vehiculos,2 pisos living,comedor,bodega y logia."
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-joaquin/casas-chaiten-5941/3734497,3057,2,2,162,63,99.00,Si,-33.512363,-70.623813,"Informacion adicional Casa ubicada en excelente sector, tranquilo y accesible. Cercano a servicios como metro, servicios de salud, colegios, mall, bomberos, entre otros. Espacios libres para construccion y espacios construidos disponibles para terminaciones personalizadas. Amplio estacionamiento (2 vehiculos) Puertas de PVC en algunas habitaciones. (Dormitorio y bano)."
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/se-vende-casa-de-3d-2b-estacionamientos-puente-alto/3692017,3057,2,3,110,57,53.00,Si,-33.600869,-70.55063,"Informacion adicional Se vende casa de 3D 2B, estacionamientos. Puente Alto. Valor: $120.000.000 ( valor se cierra en UF) Superficie de terreno: 110 m2 Superficie edificada: 57 m2 Destino del bien raiz: Habitacional Pago aseo anual: $ 50.000 aproximadamente. Gastos comunes: $ 0 Direccion: Calle Trasmontes, Puente Alto. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-bernardo/casas-los-andes-1061/3748216,3057,1,5,200,152,48.00,Si,-33.583514,-70.70762,"Informacion adicional Se vende hermosa y espaciosa casa en San Bernardo. Se vende casa ubicada America con Balmaceda, comuna de San Bernardo, superficie total 200 mts. aprox. y construccion 152 mts. dicha propiedad cuenta en el primer piso con living- comedor, espaciosa cocina totalmente amoblada, dos dormitorios grandes, un bano completo, extenso patio y un jardin con estacionamiento para vehiculos y una bodega. Piso ceramico. Segundo piso consta de cuatro dormitorios, piso flotante, ventanales en todos los dormitorios, sala de estar, existe una ampliacion para instalar otro bano. Excelente conectividad, cercano a metrotren Lo Blanco y Freire, centros de salud, locomocion a dos cuadras, colectivos, Transantiago, colegios, iglesia, farmacias, bencineras y otros. VALOR VENTA $120.000.000.- ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-ramon/casa-en-san-ramon/3750697,3057,2,4,230,140,90.00,No,-33.542769,-70.643781,"Informacion adicional Casa con gran espacio ubicada en plena avenida San Francisco con gran Acceso a locomocion en la puerta de la casa, serca a variadas estaciones de metro. Variedad de colegios secanos, almacenes, farmacias, centros medicos y policia. Cuenta con dos cuartos para bodega o escritorio, gran patio delantero y otro trasero para lavanderia. Se agenda visitas con anticipacion Documentacion en mano de hipotecario Dicom y antecedentes."
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-joaquin/excelente-propiedad-comuna-san-joaquin/3795642,3057,1,3,160,142,18.00,No,-33.49481,-70.634841,"Informacion adicional Vendo excelente Propiedad en comuna de San Joaquin Caracteristicas: 3D, 1B -Antejardin -Living/Comedor -Cocina -3 Dormitorios -1 Bano -Galeria ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-bernardo/casas-los-andes-1061/3757918,3057,1,5,200,152,48.00,Si,-33.583514,-70.70762,"Informacion adicional Se vende hermosa y espaciosa casa en San Bernardo. Se vende casa ubicada America con Balmaceda, comuna de San Bernardo, superficie total 200 mts. aprox. y construccion 152 mts. dicha propiedad cuenta en el primer piso con living- comedor, espaciosa cocina totalmente amoblada, dos dormitorios grandes, un bano completo, extenso patio y un jardin con estacionamiento para vehiculos y una bodega. Piso ceramico. Segundo piso consta de cuatro dormitorios, piso flotante, ventanales en todos los dormitorios, sala de estar, existe una ampliacion para instalar otro bano. Excelente conectividad, cercano a metrotren Lo Blanco y Freire, centros de salud, locomocion a dos cuadras, colectivos, Transantiago, colegios, iglesia, farmacias, bencineras y otros. VALOR VENTA $120.000.000.- ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-joaquin/casas-matta-vial-543/3785566,3057,1,2,350,94,256.00,No,-33.49045351,-70.63711707,"Informacion adicional ¡Gran Oportunidad de Inversion! Venta de Casa con Terreno de Alto Potencial – Excelente Ubicacion Se vende propiedad con construccion dispersa ubicada en un terreno de 343 m², ideal para quienes buscan edificar desde cero, ya sea para uso habitacional o comercial. La propiedad cuenta con una estructura habitable, que incluye: • 1 bano • Lavadero • Entrada de vehiculo • Espacios distribuidos en forma dispersa dentro del terreno Su mayor valor radica en el terreno, que ofrece amplias posibilidades de desarrollo inmobiliario o comercial, en una zona con alta demanda y en constante crecimiento. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/casas-las-zarzas-1890/3807159,3057,2,3,120,80,40.00,No,-33.607744,-70.602053,"Informacion adicional Vendo casa , esta cerca de carretera acceso sur , cerca de colegios a 10 minutos de plaza de Puente alto lugar tranquilo 120 millones, el precio es conversable , ampliacion no regularizada"
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/casas-erick-van-dick-560/3799176,3057,1,4,135,99,36.00,No,-33.477394,-70.748596,"Informacion adicional Se vende casa 4 dormitorios, 1 bano, living comedor, ceramica , dormitorios piso flotante , cocina amoblada piso ceramica, antejardin , estacionamiento, Cobertizo lateral cerrado, piso con ceramica Antejardin abierto con ceramica. Ubicacion privilegiada cercana a metro, conectividad autopista del sol Americo Vespucio, Supermercados, Mall Arauco Maipu, sector residencial."
https://www.toctoc.com/propiedades/compraparticularsr/casa/conchali/casas-pasaje-delfos-2444/3833783,3057,1,3,180,170,10.00,No,-33.39847663,-70.67921153,"Informacion adicional ¡Gran oportunidad en Conchali! Casa amplia en barrio tradicional con excelente conectividad Se vende solida propiedad ubicada en un tranquilo y tradicional barrio de la comuna de Conchali, a pasos del reconocido Barrio Patrimonial de Monterrey. Con una excelente conectividad vial, se encuentra muy cerca de la Autopista Central, lo que facilita el acceso a distintos puntos de Santiago. La casa cuenta con 170 m² construidos, distribuidos en 3 dormitorios, 1 bano, antejardin, y espacios ideales para una familia que busca comodidad y cercania a todo tipo de servicios. En sus alrededores encontraras escuelas, liceos, jardines infantiles, iglesias, y servicios municipales, Registro Civil y Notaria, ademas de estar a solo minutos del Supermercado Acuenta, lo que garantiza una vida cotidiana practica y conveniente. Precio: $120.000.000 ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/san-joaquin/casas-aysen-3170/3811709,3057,2,5,180,160,20.00,Si,-33.485501,-70.630992,"Informacion adicional ¿Buscas una casa amplia, comoda y con espacio para toda tu familia? ¡Esta es la oportunidad que estabas esperando! Ubicada en un barrio tranquilo y de alta demanda, Metro Carlos Valdovinos a 15 minutos caminando, 20 minutos del centro de Santiago en micro a pasos de comisaria Carabineros, supermercado 10 minutos caminando, centro comercial a 5 minutos, municipio a 20 minutos caminando, centros de salud 5 minutos a pie. Esta hermosa propiedad destaca por su amplitud y comodidad. Cuenta con 5 dormitorios bien iluminados, perfectos para una familia numerosa o para quienes necesitan espacio extra para oficina o sala de juegos. Ademas, sus 2 banos completos garantizan comodidad para todos. Caracteristicas principales: ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/casas-los-heroes-567/3816854,3057,1,3,152,97,55.00,Si,-33.502529,-70.751069,"Informacion adicional Se vende casa comuna de Maipu Excelente ubicacion A pasos de metro ,paraderos de micro , supermercados locales comerciales , liceo , colegios etc Valor $120 millones + honorarios de corretaje +56961693776"
https://www.toctoc.com/propiedades/compraparticularsr/casa/puente-alto/casas-las-dedaleras-3299/3853357,3057,1,3,150,90,60.00,Si,-33.577201,-70.564822,"Informacion adicional Acogedora propiedad. 3 Dormitorios, 1 Bano, 1 Sala de trabajo o estudio. Amplia cocina, Living Comedor. Estacionamiento para un vehiculo. Ante Jardin y patio. Ubicada en barrio residencial, en pasaje cerrado. Muy cerca Mall Plaza Tobalaba., Centros Medicos, Comercios de barrio. Buena locomocion ,tanto en buses como en colectivos. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/el-bosque/vendo-casa-en-el-bosque/3851939,3057,1,3,120,65,55.00,No,-33.57002553,-70.67140924,"Informacion adicional Vendo casa en El Bosque, poblacion Los Acacios, tres dormitorios, un bano, cocina, living comedor, estacionamiento para varios vehiculos, mini bodega interior, todo pavimentado, muy buena conectividad, cerca de todos los servicios, interesados al wasap, telefono o e-mail 999096328."
https://www.toctoc.com/propiedades/compraparticularsr/casa/el-bosque/casas-los-tilos-11932/3842543,3057,1,3,146,94,52.00,Si,-33.567022,-70.672784,Informacion adicional La casa esta a dos cuadras del metro copa lo Martinez Cuenta con 3 dormitorios c/u con closet amplio living comedor cocina con encimera y horno electrico amoblada bano amplio con tina amplio patio delantero sirve para estacionamiento para 2 vehiculos patio trasero chico la casa tiene aire acondicionado
https://www.toctoc.com/propiedades/compraparticularsr/casa/recoleta/casa-1-piso-recoleta-metro-einstein/3847235,3057,2,5,108,78,30.00,No,-33.406983,-70.643457,Informacion adicional ¡Gran Oportunidad en San Gerardo! ?? Espaciosa y bien ubicada – Ideal para familias grandes o inversion ? Caracteristicas destacadas: ? 5 habitaciones | ?? 2 banos ? Cocina cerrada | Comedor amplio ? Patio trasero y patio techado ? Propiedad pareada por ambos lados ? Frente de 6 a 7 metros | Fondo de 25 a 30 metros ... Leer mas
https://www.toctoc.com/propiedades/compraparticularsr/casa/lampa/casas-lo-castro-2121/3840135,3057,2,3,375,100,275.00,No,-33.307225,-70.79047,"Informacion adicional Vendo hermosa casa ubicada en la comuna de lampa, sector lo castro, la propiedad es de 100m2 en un terreno de 375 M2 de 19.10 ancho x 18.4 mts aprox, cuenta con 3 habitaciones amplias, 2 banos uno es en suite en la habitacion principal junto a un hermoso walking closet doble fondo y zapatera giratoria, cuenta con aire acondicionado en la casa y en la habitacion matrimonial, tiene un quincho de 6x4mts con su amplio bano, hermosas y comodas areas verdes con su pasto natural y porton electrico. Cuenta con una construccion de 100% de estructuras metalicas con dados de hormigon mas canastillo de 80x80cm como soporte de estructuras de casa con tacos de perfil de 150x150x3mm, tacos intermedios de 100x100x3mm de espesor y una cama base de estructura metalica con loza colahorante y hormigon de 10cm de espesor , cuenta con los mejores materiales y excelentes acabados, piso de porcelanato en toda la casa, todos los ventanales son de termo panel acustico, sector campestre y tranquilo a solo 33 minutos de Santiago centro. $120.000.000 / Negociable. ... Leer mas"
https://www.toctoc.com/propiedades/compraparticularsr/casa/colina/casas-pasaje-las-lomas-1010/3856423,3057,1,5,156,108.12,47.88,No,-33.19322,-70.674632,"Informacion adicional Se vende buena propiedad en el sector pasaje las lomas de colina, pasaje cerrado, muy residencial y tranquilo. Consta de 5 dormitorios y 1 bano, en cuanto a metraje tiene un terreno de 156 mt2. Casa de dos pisos, cuyo primer piso tiene una superficie de 71,12 mt2 y un segundo piso de una superficie de 37 mt2. Tiene una escalera que comunica la casa con el segundo piso, en el primer piso posee una estufa de lena tipo combustion lenta. El bano, posee artefacto corriente funcionando, con cocina con mobiliario de MDF con cubierta de melanina. Posee en el primer piso ceramicos y en el segundo piso fotolaminado flotante en buen estado de conservacion. Muy buen estado de conservacion la propiedad en cuanto a su estructura y paredes, recien pintada y remodelada en sus puertas y detalles varios, posee patio trasero y entrada de vehiculo y antejardin. Muy buena ubicacion en avenida principal que permite cercania al comercio, tiendas, servicios publicos, centros de salud, comunitarios, parques, buena locomocion, ambiente de seguridad."
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/casas-claudio-gay-villa-lo-errazuriz-00/3553502,3083,1,3,155,80,75.00,Si,-33.477051,-70.729759,"Informacion adicional Vendo acogedora casa Villa Lo Errazuriz Buena casa, construccion solida, barrio consolidado tranquilo frente a plaza, cercano a supermercados a 5 minutos metro Las Parcelas.. Construccion 80 mtrs Terreno 115 mtrs .Antejardin y entrada de auto con ceramica y techado, 3 dormitorios con ventanal y closets, Bano completo. Living-comedor con ventanal salida antejardin...Cocina amplia con vigas a la vista con comedor de diario .Toda la casa se encuentra con piso de ceramica. Casa en muy buen estado , todos sus papeles al dia, sin deuda. Contacto +56984096096 Corredora de Propiedades Julia Almendras"
https://www.toctoc.com/propiedades/compraparticularsr/casa/lampa/venta-casa-su-dueno-casa-moderna-y-gran-patio-larapinta-lampa/2740612,3100,1,3,172,71,101.00,,-33.286493,-70.872905,"Informacion adicional Se vende hermosa casa , con aires acondicionados recien instalados, con estacionamiento para 2 autos , ademas con una remodelacion de toda la casa , porcelanato en piso en su totalidad, ademas bella cocina, comodas piezas 3 dormitorios, consta de una oficina o zona de juegos y/o cine cercana a la terraza . Ubicada en microbarrio, esta casa fue la casa piloto de socovesa en el comienzo de las casas de larapinta , excelente ubicacion a 2 min caminando de la PDI, Y 3 min de los Bomberos. Cercana a muchos colegios de la comuna. Por temas laborales , tenemos que venderla, es Bella y comoda , ideal como tu nuevo hogar!"
https://www.toctoc.com/propiedades/compraparticularsr/casa/quilicura/casas-iloca-276/3864633,3100,1,3,144,57,87.00,Si,-33.353585,-70.730354,"Informacion adicional Hermosa casa cercana a supermercados,colegios, centros comerciales, centros de salud, Metro plaza Quilicura, lugar tranquilo, pasaje con porton. Dispone de 3dormitorios, bano, cocina amoblada, living comedor, cobertizo con estacionamiento, antejardin y patio"
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/casas-rene-olivares-b-3179-cs-164/3527695,3108,2,3,90,70,20.00,No,-33.543777,-70.790657,"Informacion adicional Excelente propiedad de 2 pisos ubicada en condominio consta de living comedor separados, cocina amoblada, bano de vivitas, patio y antejardin, segundo piso 3 dormitorios, un bano, uno de los dormitorios cuenta con entretecho con escala. El condominio cuenta con guardia de seguridad 24/7, ademas cuenta con areas verdes, juegos infantiles y locomocion a la puerta. VALOR CONVERSABLE"
https://www.toctoc.com/propiedades/compraparticularsr/casa/maipu/hermosa-casa-en-maipu/3551928,3108,2,3,90,70,20.00,No,-33.472797,-70.73567,Informacion adicional Se vende casa de dos pisos en el sector de Los Heroes en la comuna de Maipu. Caracteristicas: -Living y comedor separados -Cocina amoblada -2 banos (completo y visita) -3 dormitorios (uno de ellos cuenta con acceso al entretecho a traves de una escalera) -Logia -Antejardin y patio ... Leer mas
https://www.toctoc.com/propiedades/compraparticularsr/casa/pudahuel/casa-en-venta-ubicada-en-la-comuna-de-pudahuel-sector-sur/3712658,3108,1,2,83,73,10.00,No,-33.459379,-70.735485,"Informacion adicional Casa en venta ubicada en la comuna de Pudahuel, sector sur. Buena movilizacion, cercano a paraderos de Transantiago con variados recorridos de buses, ademas de cercania a dos estaciones de metro (Laguna Sur y Barrancas) colegios, sala cuna, consultario, calle Pajarito y Americo Vespucio, mall Arauco Maipu, clinica Indisa Maipu. Casa de 2 pisos, pareada, Primer piso cuenta con Living-comedor y cocina americana . Segundo piso cuenta con un bano completo, dos habitaciones con closet, logia y estacionamientos. Entorno tranquilo y seguro, pasaje cerrado (portones) $122.000.000 (conversable)"
https://www.toctoc.com/propiedades/compraparticularsr/casa/pudahuel/casas-atacama-9058/3738200,3120,2,7,307,96,211.00,No,-33.437191,-70.761871,Informacion adicional Oportunidad de invercion!!! Se venden. 2 casas en pudahuel. Sector residencial tranquilo Cercano a todos los servicios Casa de madera Con recepcion final de las 2 casas Venta com corredor Cercano: cefam colegios Enea aeropuerto Venta con corredor 2% ... Leer mas
