"id","url","precio","superficie_total","superficie_util","dormitorios","baños","estacionamientos","latitud","longitud","descripcion"
"198","https://casa.mercadolibre.cl/MLC-1626140879-casa-en-los-dominicos-antiguo-las-condes-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","1122717573","1203","382","5","7","9","-33.3985653","-70.5289324","Casa en Los Dominicos Antiguo, excelente ubicación residencial, cercana a diversos comercios. Esta casa cuenta con salida directo a la calle y tambien con una salida a condominio. Firme y hecha con materiales de calidad. | Terreno total 1203mt2 | Superficie construida 382mt2 | Casa cuenta con: | -5 Dormitorios con baño propio y todas con Balcón terraza | -Baño de visitas | -Living-comedor | -Living-comedor con chimenea | -Comedor | -Cocina tradicional | -Gimnasio | -Lavadero | -Patio trasero, lateral y delantero | -Espacio para 10 vehiculos en estacionamiento | -Piscina | -Quincho | -Camarín |  | Vende Corredora"
"199","https://casa.mercadolibre.cl/MLC-1622078637-vendo-hermosa-casa-remodelada-72200mtr-sector-dominica-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","153635036","72","72","3","1","1","-33.420865","-70.6417333","VENDO HERMOSA CASA REMODELADA DOS PISOS UBICADA EN SAN CRISTOBAL/DOMINICA |  | Tipología: Casa de 2 pisos remodelada, ubicada en un sector residencial de la comuna de Recoleta, cercana a metro estación patronato, barrio bellavista, comercio, farmacias, hospital clínico de la chile y muy buena conectividad. |  | Características: | Cocina tradicional con salida al patio trasero | Living y comedor en primer piso con cerámica | Baño con cerámica y tina de baño con ventilación natural | Patio posterior con bodega e instalación para lavadora | 3 dormitorios con piso cerámico | 76 metros útiles | Estacionamiento | Terraza en el antejardín de la propiedad | Contribuciones 29.000.- Trimestrales. |  | Valor: UF 3900.-"
"200","https://casa.mercadolibre.cl/MLC-2912384276-hermosa-y-luminosa-casa-en-barrio-residencial-de-las-condes-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","393935991","155","100","4","3","3","-33.4280785","-70.5694421","Tu próximo hogar te espera en uno de los barrios más tranquilos y familiares de Las Condes. | Ubicada en un entorno residencial con excelente conectividad, esta luminosa y acogedora propiedad está frente a un amplio parque familiar con juegos infantiles y sector canil para mascotas. Además, se encuentra cerca de supermercados, farmacias, colegios, comercio y transporte. |  | CARACTERÍSTICAS DESTACADAS: | PRIMER PISO: | - Cómodo y luminoso living comedor | - Baño de visitas | - Estacionamiento con capacidad para hasta 3 autos | - Hermoso piso parquet original | - Pieza de servicio (adaptable como oficina) | - Antejardín con sistema de riego y patio trasero con gran potencial |  | SEGUNDO PISO: | - 3 dormitorios de excelente tamaño (todos con closet, principal con segundo closet amplio) | - Baño completo espacioso y con excelente luz natural |  | Construcción sólida y de excelente calidad, ideal para quienes valoran la seguridad y durabilidad. Una casa con estilo, funcionalidad, luz natural y estructura robusta, perfecta para familias que buscan comodidad, ubicación y calidad de vida. |  | Estado: Disponible para entrega inmediata |  | ¡AGENDA TU VISITA!"
"201","https://casa.mercadolibre.cl/MLC-2931930474-acogedora-y-luminosa-casa-en-lineco-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","338784952","240","79","4","2","3","-33.4277537","-70.5484417","Acogedora y luminosa | casa, Lineco Las Condes, | 3 dormitorios, 1 baño , living comedor, un departamento interior que costa de 1 dormitorio y baño |  | Entrada para 3 autos. | Barrio muy tranquilo y residencial |  | Varias plazas alrededor, cercana a Parque Intercomunal, supermercado, Clínica Cordillera, Bancos y locomoción colectiva"
"202","https://casa.mercadolibre.cl/MLC-1619623145-acogedor-bungalow-el-los-gladiolos-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","400160179","340","134","3","1","2","-33.3895641","-70.5328668","Acogedor y luminoso bungalow en pasaje muy tranquilo y seguro. Consta de 3 dormitorios, living-comedor, 1 baño, cocina muy amplia, escritorio o sala de estar, amplio lavadero. Entrada para 2 autos. son 340 mt2 de terreno y 134 construido. | Además cuenta con Piscina, quincho, horno de barro y pequeña bodega. | NO DEJE DE VISITARLA."
"203","https://casa.mercadolibre.cl/MLC-1630835575-casa-4-dormitorios-3-banos-sector-palena-la-florida-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","235888871","144","114","4","3","1","-33.5183225","-70.5619149","Hermosa casa, de 4 dormitorios y 3 baños, perfecta para realizar tus sueños y disfrutar de la vida en familia. Exclusivo condominio ubicado en uno de los mejores barrios de La Florida, esta propiedad es una verdadera oportunidad que combina confort y seguridad. | Disfruta de una generosa distribución, permitiendo que la luz natural ilumine tu hogar. | Cuatro dormitorios diseñados para el descanso y la intimidad, perfectos para todos los miembros de tu familia. | En el primer piso 1 dormitorio y baño, en el segundo piso tiene tres dormitorios de muy buen tamaño, 2 baños, el dormitorio principal en suite. | Hall de acceso. | Living comedor separados, con salida al jardín, cocina con comedor de diario. |  | Seguridad 24/7, con acceso controlado. | Gran conectividad, a centros comerciales, colegios, universidades, de salud, movilización colectiva a las puertas del condominio. |  | Medios de pago: | Contado | Crédito Hipotecario |  | Más información a: | Ricardo Ortega G. | +56 9 54503831 | ORME PROPIEDADES"
"204","https://casa.mercadolibre.cl/MLC-2927308936-vendo-casa-3-dormitorios-2-banos-comuna-puente-alto-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","155000000","130","130","3","2","1","-33.5599437","-70.5439044","Vendo linda casa aislada de segundo piso con 3 dormitorios 2 baño completos ambos con tina, living - comedor, cocina, lavaplatos, logia con conexión de 2 lavadoras, amplio patio con quincho techado y estacionamiento, vista nor poniente. Casa solida, Condominio cerrado con guardias 24/7 acceso controlado. Cercano a colegio, supermercado y comercio en general, excelente conectividad, locomoción colectiva, cercado a Mall Plaza Tobalaba a 2 minutos en auto. | La propiedad es de 130 m2 y 67 m2 construido, año 2005 | Dirección: Pasaje Flor Del Campo Condominio Faldeos De La Viña III Comuna Puente Alto. | Valor de Venta: $155.000.000 +2% corretaje. |  | Ofrecemos el servicio de evaluación, asesoría para solicitar crédito hipotecario, trabajamos con el Banco Estado, Banco Itaú y Banco Santander, este servicio es sin costo al comprar cualquiera de nuestras propiedades, |  | COORDINAR VISITA CON: | ASESORA INMOBILIARIA | Alejandra Rozas Fuentealba"
"205","https://casa.mercadolibre.cl/MLC-2911646134-casa-remodelada-70-mt-la-florida-metro-macul-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","138000000","162","70","3","2","2","-33.5156648","-70.5829156","Características Destacadas: |  | Casa completamente remodelada | Luminoso living-comedor | Moderna cocina americana equipada | 3 dormitorios con closet incluido | 2 baños actualizado (1 en suite) | Espacio para lavandería | Patio trasero con opción de ampliación o quincho | Excelente conectividad y servicios cercanos |  | Ubicación privilegiada |  | A pasos del Metro Macul | Cerca de supermercados, colegios, centros de salud y locomoción | Rápido acceso a avenidas principales y Autopista Vespucio |  | Ideal para familias o inversión en una de las comunas con mayor crecimiento de plusvalía en Santiago. | ¡Agenda tu visita y ven a conocer tu próximo hogar!"
"206","https://casa.mercadolibre.cl/MLC-2884622870-casa-la-florida-villa-rojas-magallanes-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","159000000","180","120","4","3","2","-33.5184","-70.552864","Hermosa casa aislada sector oriente de la Florida, cercana a supermercados, colegios, bancos y comercio, excelente locomoción, ampliada con 4 dormitorios y 3 baños, dos dormitorios, dos son en suite con closet. bodega u oficina a parte ideal para trabajo en casa, quincho cerrado, jardín frontal con dos estacionamiento. | 2% corredor"
"207","https://casa.mercadolibre.cl/MLC-1628637865-r-magallanes-con-oriente-la-florida-sin-comision-ofertas-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","170000000","165","94","4","2","2","-33.5387967","-70.5586811","casa en exelentes condiciones, cuatro dormitorios y una oficina, closets, piscina equipada, terraza, cocina amoblada, logia, camaras de seguridad, porton automatico, centros comerciales, supermercados, colegios, barrio residencial. ofertas"
"208","https://casa.mercadolibre.cl/MLC-2931410838-preciosa-casa-piscina-quincho-y-paisajimo-estudio-valdes-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","1181807972","880","334","4","4","2","-33.323849","-70.5522042","VENDE SU DUEÑO, SIN CORREDOR | La propiedad tiene un crédito hipotecario por apróx 16.000 UF a tasa anual de UF + 1,8 que el comprador puede novar. |  | Exclusiva Casa en Condominio Puente Piedra: Diseño Moderno y Espacios Amplios | Con un diseño arquitectónico moderno por Estudio Valdés Arquitectos, esta propiedad ofrece una experiencia de vida inigualable en un entorno tranquilo y seguro. Ubicada dentro de un condominio con seguridad 24/7, cuenta con áreas comunes y está cerca de colegios como Craighouse, Everest, Monte Tabor y Nazaret, y Santiago College. |  | Espacios Generosos: La casa cuenta con una superficie total de 334 m² distribuidos en dos niveles, con amplias áreas de estar. La distribución de las superficies es la siguiente: |  | Superficies de Interior (Total: 234 m²): | Nivel Superior (149 m²): Hall de acceso, living, comedor, cocina con comedor de diario, pieza de servicio con baño, logia, dormitorio principal con baño en suite y walk-in closet. | Nivel Inferior (94 m²): Sala de estar, 3 dormitorios, 2 baños, bodega y closets de ropa blanca. |  | Superficies de Exterior (Total: 91 m²): | Quincho (36 m²): Diseñado y construido por Fuegos Quinchos, moderno, con parrilla a carbón y plancha a gas sobre mesones de hormigón a la vista, mesones de trabajo en Neolith, mesa de lenga, techado. | Patio de Servicio (17 m²): Ubicado al lado de la logia. | Terrazas (37.5 m²): Techadas, en nivel superior e inferior. |  | Cocina Moderna: Totalmente remodelada y equipada con acabados de alta calidad, integrada al comedor principal y con un comedor de diario. | Jardín Espectacular: Con paisajismo formado y piscina con bomba de calor. |  | Contribuciones: cuota trimestral 900.000 |  | La casa cuenta con un proyecto (arquitectura, cálculo estructural, especialidades) para una ampliación."
"209","https://casa.mercadolibre.cl/MLC-1616517527-departamento-casa-con-goce-exclusivo-de-terreno-en-nunoa-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","380000000","24606","13725","4","3","2","-33.4537823","-70.5824313","Amplia casa-departamento en 2do piso (en edificio de 2 pisos) con dominio exclusivo del acceso frontal y goce exclusivo de terreno: La fórmula ideal para familias que buscan la comodidad de una casa y la seguridad de un departamento. |  | 11,4 metros de frente a la calle Gorostiaga - Ñuñoa. |  | A pasos del Supermercado Unimarc. |  | A menos de una cuadra de Estación Villa Frei, L3 Metro, en Av. Irarrázabal. |  | Año de construcción: 1967. |  | Superficie construída: 137,25 mts2. |  | Superficie terreno antejardín/entrada de autos/terraza: 108,81 mts2. |  | Superficie total: 246,06 mts2. |  | Piscina, entrada de vehículos. |  | Distribución: | Living comedor, cocina, pieza de servicio con baño de servicio con ducha, escritorio, baño de pasillo con ducha y shower door, 3 dormitorios uno con baño en suite con tina. |  | Otras características: | Dormitorios con amplios closets en obra, armario de blancos (en obra) en pasillo. Piso parquet en hall, pasillos, living comedor, escritorio, dormitorios. Piso cerámico en baños, piso flexit en cocina. Estacionamiento para 2 vehículos grandes. Ventanas de aluminio en baños, ventanas de fierro en dormitorios, escritorio y cocina. |  | Venta por corredora: Para mayor información, contactarse con Santiago Castañeda (Vesector Gestión Inmobiliaria) al fono/Whatsapp +56987669022."
"210","https://casa.mercadolibre.cl/MLC-1630831889-preciosa-casa-mediterranea-en-condominio-los-nogales-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","980900616","5000","310","5","5","10","-33.2837388","-70.688822","Espectacular casa mediterránea con jardín formado, excelente orientación y emplazada en el mejor sector del Condominio Los Nogales de Chicureo (no perimetral). |  | Ubicado en Avenida Chicureo, cuenta con excelente conectividad a las distintas autopistas de la zona (así como para desplazarse dentro de Chicureo) y está muy cercano al Colegio Santa Cruz, Supermercados, entre otros. Condominio muy tranquilo, silencioso y seguro (control de acceso, guardias 24/7, cámaras de seguridad, alarma comunitaria interior y en perímetros), cuenta con agua potable de pozo propio con respaldo energético (incluida en los gastos comunes), electrificación subterránea y áreas verdes con juegos infantiles. |  | La casa tiene 6 años de uso, 310mts construidos (más loggia de buen tamaño completamente cerrada y terraza con quincho techado) en terreno de 5.000mts completamente habilitado (con estacionamiento para múltiples autos, jardín con paisajismo sustentable, piscina, sector de hamacas, sector de fogón y domo para meditación, taller u oficina). |  | PRIMER PISO | Amplio hall de entrada, preciosa Cocina completamente equipada con isla y comedor de diario, Pieza y Baño de Servicio, Lavadero de buen tamaño, Loggia grande completamente cerrada, Living y Comedor con separación de medio muro y muy linda vista hacia el jardín, Baño de Visitas, Sala de Estar, 3 Dormitorios con closets interiores, 2 baños completos, bodega bajo la escalera. Todas las habitaciones, sala de estar, living y comedor con ventanales al oriente. |  | SEGUNDO PISO | Dormitorio Principal de muy buen tamaño, luminoso y con gran vista hacia el norte y al oriente. Cuenta con una linda terraza (con extraordinarias vistas), amplio walk in closet, closets adicionales en pasillo para ropa blanca u otros y un baño completo (con doble vanitorio, moderna ducha y WC separado). |  | EXTERIOR | Estacionamiento techado para 2 autos y al menos 8 más sin techar. Jardín completamente formado que otorga mucha privacidad, pensado en forma sostenible, con árboles grandes y plantas nativas. Riego programado en todo el jardín (y por goteo para sectores de plantas que otorgan mayor eficiencia en el uso del agua). Terraza techada con quincho completo, barra de madera y ventiladores de techo modernos. Piscina, sector para fogón y sector de hamacas. Además, se construyó un domo en la parte posterior del jardín que puede servir como espacio de introspección y meditación, como oficina, taller de arte, entre otros. |  | EQUIPAMIENTO | La casa cuenta con 7 equipos de Aire Acondicionado (hay en todas las habitaciones, en la sala de estar, comedor y en el domo). Calefacción con radiadores y 3 programadores para sectorizarla en forma independiente. Puerta de Acceso principal de madera de lenga sólida. Todas las ventanas son termopanel con marcos de PVC. Pisos de porcelanto en baños, cocina y pasillos. Cubiertas de cocina y baño de cuarzo. Artefactos de cocina FDV (encimera a gas de 5 platos, campana, horno, microondas y lavaplatos oscuro), griferías Grohe. Interior con muy buena altura, con puertas y ventanales de piso a cielo que otorgan mucha amplitud en los espacios, además de modernidad en su arquitectura. Ablandador para el agua. Portón Automático para entrada de autos. Conexión para energizar la casa completa con generador en caso de cortes de electricidad. La casa se entrega con todas las luces empotradas y cortinas tipo roller en toda la casa. |  | OTROS | Gastos comunes: $400000 aprox que incluyen seguridad y agua potable para el consumo y jardín. | Contribuciones: $600000 cada cuota trimestral. | Venta Directa, sin comisión."
"211","https://casa.mercadolibre.cl/MLC-2893313504-casa-valle-grande-lampa-condominio-aislada-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","175000000","200","200","4","3","2","-33.5977817","-70.5119839","Se vende gran casa en valle grande | Condominio sin gastos comunes | Condominio portal del valle | Gran casa | Con piscina , corta vista, | 2 bodegas | 100 %sólida | Casa totalmente aislada | Dentro de condominio sin gasto común | 4 dormitorios | 3 baños. | Aire acondicionado | Alarma u | Cámaras de seguridad |  | Exelente ubicación | Considerar 2% corretaje +iva | +56932582481"
"212","https://casa.mercadolibre.cl/MLC-2914897882-casa-condominio-club-altos-del-carmen-venta-directa-dueno-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","362421111","279","148","4","3","2","-33.3479443","-70.6727406","Se vende casa en interior de condominio Altos Del Carmen en Huechuraba (No perimetral). Accesos controlados y seguridad 24 horas, rodeada de áreas verdes, cuenta con un hermoso y gran parque central. Cercana a servicios, comercios y a los principales colegios del sector. | Excelente conectividad autopistas. |  | Primer piso: | Amplio luminoso, Hall de distribución | Espacio salida en comedor, que conecta a terraza y jardín. | Moderna y elegante, cocina, remodelada completa, hace un año cubiertas de granito, comedor de diario, Full equipada. | Espacio para Home Office o dormitorio de servicio. | Baño de visitas. | Dormitorio principal, baño en suite y Walking clóset. Closet. |  | Segundo piso: | Tres. Amplios dormitorios, cada uno con clóset. | Un baño completo, con ventilación y luz natural. |  | Exterior: | Jardin consolidado | Piscina sólida con aplicación en paredes de Diamond Brite, remodelada hace un año. | Terraza, techada | Logia y bodega | Quincho, con horno incluido. |  | Área de servicio: | Patio de servicio techado. | Equipamiento: |  | Ventanas termopanel de PVC en toda la casa. | Aire acondicionado en Living comedor y en los cuatro dormitorios. | Piso, flotante en Living, comedor y dormitorios. | Piso, porcelanato en cocina. | Cubiertas de granito en cocina. | Cerámica, piso y muros en baños. |  | “ VENDE DUEÑO DIRECTO, SIN COMISIÓN”"
"213","https://casa.mercadolibre.cl/MLC-1622465939-se-vende-hermosa-casa-en-la-florida-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","98000000","92","82","3","1","1","-33.5683905","-70.5878478","La vivienda forma parte de la “Villa Los Sauces”, formada por bloques de tres pisos de viviendas en pareo continuo alrededor de una plaza central. Se emplazan en el entorno a la intersección de la avenida Vicuña Mackenna con calle Elisa Correa, hacia el poniente. Es un sector con una antigüedad media de 40 años, de características principalmente residencial. |  | Cuenta con urbanización completa, es decir, calles y aceras pavimentadas, redes de alcantarillado, agua potable, electricidad con tendidos aéreos, teléfonos y arborización formada. El sector cuenta con equipamiento vecinal y buenas vías y medios de movilización, incluido el Metro de Santiago, estación Elisa Correa. |  | Vivienda final de un pareo continuo, de 2 pisos y mansarda, pero con varios niveles interiores, |  | presentando el siguiente programa: |  | 1er piso: Living, baño, bodega en nivel más bajo. | 2do piso: Cocina con comedor, 2 dormitorios en 2 niveles superiores. | Mansarda: Un dormitorio. |  | El baño actual corresponde a una ampliación que se encuentra debidamente regularizada. |  | Valor $98.000.000.- | mas 2% Corretaje |  | se acepta oferta contado vale vista | GESTION INMOBILIARIA | ATENCION..! - para programar su visita contacte a don Patricio escribiendo al 990201939"
"214","https://casa.mercadolibre.cl/MLC-2902256130-casa-en-parcela-cond-santa-maria-de-paine-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","531813587","6000","400","6","5","4","-33.8041822","-70.6721784","6d + 5b | estar | cocina tradicional | gran jardín con árboles frutales y piscina | en condominio | 400 m2 / 6.000 m2&nbsp | Se vende&nbspcasa en Paine con estilo chileno de construcción sólida. Construida en 2008 por sus actuales dueños, la distribución considera un hall central de doble altura con altillo que funciona como mirador, seis dormitorios con closet, entre ellos dos en suite, cinco baños, sala de estar en área de dormitorios, living, comedor, cocina tradicional amoblada y gran lavadero con espacio para bodega. | El&nbspjardín considera terraza, piscina temperada con resistencias solares, cancha de cemento y árboles frutales, perfectos para disfrutar en familia. También cuenta con bodega y vivero. Ofrece espacio para estacionar cuatro autos, así como opciones para ampliar con más áreas recreativas. Tiene portón de acceso automático. | Ubicada en un entorno tranquilo dentro del&nbspCondominio Santa Maria de Paine, que cuenta con seguridad 24/7, cancha de tenis y cancha de futbolito en bien común, y bajos gastos comunes. Cercano a comercio, supermercados y colegios de la zona, a 5 minutos de autopista Acceso Sur. |  | Cuenta con recepción final. |  | Se aceptan ofertas"
"215","https://casa.mercadolibre.cl/MLC-2906312754-en-condominio-golf-de-manquehue-colegio-everest-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","925749578","525","200","5","4","2","-33.336698","-70.549427","Acogedora casa en Condominio, cercana a los colegios Everest y Santiago College. |  | El sitio tiene una superficie de 525 metros cuadrados, siendo uno de los más grandes del Condominio. |  | Recintos principales emplazados hacia el oriente, vista totalmente despejada. |  | En su primer piso, el programa consta de living comedor, cocina, dormitorio de servicio, baño de visitas, dormitorio principal y escritorio. |  | En el segundo piso encontraremos una gran sala de estar más 3 dormitorios, uno de ellos en suite, con Walking Closet y con posibilidades de ampliación. |  | Jardín crecido, extremadamente bien cuidado y mantenido, con un ciruelo increíble generando un espacio de sombra al borde de la piscina, que tiene una superficie aproximada de 8x4. |  | La casa ha pertenecido a una sola familia, ha sido periódicamente mantenida, está en un excelente estado de conservación, para llegar y cambiarse. |  | Condominio muy seguro, con guardias de seguridad 24/7. |  | Ideal para familias con niños. |  | COMISIÓN CORRETAJE 2% MAS IVA"
"216","https://casa.mercadolibre.cl/MLC-1629188345-vende-dueno-casa-en-san-carlos-apoquindo-en-condominio-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","748084446","356","220","5","5","3","-33.402422","-70.511657","¡Vende Dueño: Casa Aislada en Condominio Santa Laura, San Carlos de Apoquindo! |  | ¡Ahorra en comisiones! Exclusiva casa aislada en el prestigioso sector de San Carlos de Apoquindo, Condominio Santa Laura (entre San Ramón y Av. San Carlos de Apoquindo, por General Blanche). Ubicada en un tranquilo fondo de condominio con solo 26 casas, este hogar ofrece máxima seguridad con circuito de cámaras y un amplio jardín común, ideal para que los niños jueguen, anden en bicicleta o patinen sin preocupaciones. Gastos comunes bajos: $40.000. |  | Detalles de la Propiedad |  | Terreno: 356 m² | Construcción: 220 m² |  | Estacionamientos: Espacio para 3 autos (2 en antejardín con adoquines + 1 en plaza central del condominio) |  | Características de la Casa (3 Pisos) |  | Primer piso: | Hall de acceso, baño de visitas, luminoso living y comedor, cocina recién remodelada con cubierta de granito, dormitorio y baño de servicio, loggia y bodega. |  | Segundo piso: |  | Dormitorio principal en suite con walking closet, 2 amplios dormitorios y un baño compartido. | Tercer piso: Mansarda con dormitorio, baño y una gran sala de estar, iluminada con ventanas Velux, perfecta como espacio multiuso. |  | Exterior |  | Gran patio con piscina renovada (Diamond Brite aplicado en 2024, duración aprox. 12 años) y calefactor solar. | Jardín formado con orientación 100% norte, despejado full privacidad y con sol toda la tarde. | Terraza con quincho y cierres enrollables de PVC (nuevos), ideal para disfrutar todo el año. | Antejardín abierto al condominio, con estacionamiento de adoquines para 2 autos, más un tercer espacio en la plaza central. |  | Detalles Adicionales |  | Casa en excelente estado, muy segura y en una comunidad acogedora. | Calefacción Central por losa radiante. | Contribuciones: $620.000 trimestrales. |  | ¡No dejes pasar esta oportunidad de vivir en un entorno privilegiado, con espacios amplios y todas las comodidades para tu familia! Contáctanos directamente y agenda tu visita hoy mismo."
"217","https://casa.mercadolibre.cl/MLC-1625441171-hermosa-casa-terreno-mayor-que-otras-casas-del-condominio-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","342684918","315","190","4","4","2","-33.3624693","-70.6657479","Casa de 2 pisos , excelente orientación norte, ubicada en condominio con seguridad 24/7, a pasos de Av. Pedro Fontova Norte y con gran conectividad , cercano a colegio Pumahue, . Ideal para familias que buscan comodidad, seguridad y calidad de vida.Terreno mayor que el resto de otras casas del condominio, ubicación privilegiada dentro del condominio, al no ser pareada(unica) y tener vista norte hacia las montañas: |  | Características principales: | Terreno: 320 m2 |  | Construcción: 180 m2 |  | Casa no pareada – Mayor privacidad |  | Orientación norte – Luz natural todo el día |  | Distribución interior: | Primer piso: |  | Dormitorio principal en suite con walk-in closet y baño privado |  | Dormitorio de servicio o multiuso con baño privado |  | Living y comedor con salida a terraza techada |  | Cocina amoblada con encimera de granito y comedor de diario |  | Loggia y lavadero independientes y separados |  | Sala de estar o escritorio |  | Baño de visitas |  | Segundo piso: |  | 2 dormitorios con closet |  | 1 baño completo |  | Sala de estar con 2 closet |  | Exterior y equipamiento: |  | Piscina nueva de Splash piscina con borde de granito antideslizante. |  | Terraza techada y hermoso patio. |  | Bodega con ventanas Velux (apertura para luz y ventilación). |  | Estacionamiento para 3 vehículos. |  | Termopanel en toda la casa. |  | Puerta de seguridad |  | Cuenta con dos tipos de calefación, aire acondicionado para toda la casa con dos aires de 24 mil BTU y paralelamente cuenta con calefacción central por caldera. |  | Casa cercana a conserjería para mayor seguridad. |  | Entorno y conectividad: |  | Cercano a colegio Pumahue. |  | Condominio con acceso controlado 24/7 y gasto común aprox. $95.000 |  | A pasos de Strip Mall con restaurantes, gimnasio, clínica, farmacia, etc. |  | Cercano a canchas de tenis, pádel, fútbol y piscina(Club Santa Rosa) |  | A minutos de Metro Vespucio Norte (L2 y L3) |  | Próximo a colegios, supermercados, Mall Vespucio Norte y servicios. |  | ¡No pierdas esta oportunidad! Agenda tu visita y conoce tu próximo hogar en Huechuraba."
"218","https://casa.mercadolibre.cl/MLC-2909051912-casa-5-dormitorios-mas-servicio-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","716963503","1400","200","5","3","2","-33.4240462","-70.5256414","Condominio Cerro Apoquindo 1 del arquitecto Fernando Castillo Velasco, quien diseñó espacios para convivir en comunidad y vida privada. La casa se encuentra distribuida en varios niveles con 6 dormitorios escritorio y pieza de servicio, con jardines y árboles alrededor de la piscina con bomba de calor condominio cuenta con multicancha, quincho y juegos infantiles. Cuenta con cerco eléctrico, portero 24/7 y dos estacionamiento. | Riego automático. | Gasto común $270.000.- | Contribuciones $850.000.- | Construcción 200mts | 1200 mts de terreno"
"219","https://casa.mercadolibre.cl/MLC-2907686668-casa-independencia-3d-2b-solida-2-pisos-pasaje-cerrado-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=d4ea5c8a-1cca-4571-9881-e72a25c8c4a1","136000000","110","100","3","2","1","-33.4194005","-70.6760102","- Casa de dos pisos, 100 metros cuadrados construidos certificados e inscritos, todos los documentos al día, llegar e instalarse. Comuna de Independencia a 15 minutos de Stgo. Centro y 5 minutos del Metro. | - Absolutamente sólida, a prueba de terremotos, en pasaje cerrado (18 casas, con fachada continua). Protecciones en todas las ventanas. | - Tres dormitorios, dos baños (en 1° y 2° piso). Dos bodegas sólidas, fácilmente transformables en 4° dormitorio. | - Amplia cocina, piso flotante en toda la casa (dormitorio en primer piso con piso cerámico y baño completo), antejardín con piso cerámico, pequeño patio con piso sólido, jardinera e instalación para 2 balones de gas de 45 kilos (incluidos), factibilidad para conexión a gas de cañería, tv cable e internet. | Vende corredora"
